COIN|DENOMINATION|YEAR|ADDITIONAL_INFO|IS_GOLD|IS_SILVER
Washington|Quarter|1968|Clad Coinage and Silver Proofs|0|0

Washington|Quarter|1969|Clad Coinage and Silver Proofs|0|0

Washington|Quarter|1970|Clad Coinage and Silver Proofs|0|0

Washington|Quarter|1971|Clad Coinage and Silver Proofs|0|0

Washington|Quarter|1972|Clad Coinage and Silver Proofs|0|0

Washington|Quarter|1973|Clad Coinage and Silver Proofs|0|0

Washington|Quarter|1974|Clad Coinage and Silver Proofs|0|0

Washington|Quarter|1976|Bicentennial|0|0

Washington|Quarter|1977|Eagle Reverse Resumed|0|0

Washington|Quarter|1978|Eagle Reverse Resumed|0|0

Washington|Quarter|1979|Eagle Reverse Resumed|0|0

Washington|Quarter|1980|Eagle Reverse Resumed|0|0

Washington|Quarter|1981|Eagle Reverse Resumed|0|0

Washington|Quarter|1982|Eagle Reverse Resumed|0|0

Washington|Quarter|1983|Eagle Reverse Resumed|0|0

Washington|Quarter|1984|Eagle Reverse Resumed|0|0

Washington|Quarter|1985|Eagle Reverse Resumed|0|0

Washington|Quarter|1986|Eagle Reverse Resumed|0|0

Washington|Quarter|1987|Eagle Reverse Resumed|0|0

Washington|Quarter|1988|Eagle Reverse Resumed|0|0

Washington|Quarter|1989|Eagle Reverse Resumed|0|0

Washington|Quarter|1990|Eagle Reverse Resumed|0|0

Washington|Quarter|1991|Eagle Reverse Resumed|0|0

Washington|Quarter|1992|Eagle Reverse Resumed|0|0

Washington|Quarter|1993|Eagle Reverse Resumed|0|0

Washington|Quarter|1994|Eagle Reverse Resumed|0|0

Washington|Quarter|1995|Eagle Reverse Resumed|0|0

Washington|Quarter|1996|Eagle Reverse Resumed|0|0

Washington|Quarter|1997|Eagle Reverse Resumed|0|0

Washington|Quarter|1998|Eagle Reverse Resumed|0|0

Washington|Quarter|1999|State Quarters|0|0

Washington|Quarter|2000|State Quarters|0|0

Washington|Quarter|2001|State Quarters|0|0

Washington|Quarter|2002|State Quarters|0|0

Washington|Quarter|2003|State Quarters|0|0

Washington|Quarter|2004|State Quarters|0|0

Washington|Quarter|2005|State Quarters|0|0

Washington|Quarter|2006|State Quarters|0|0

Washington|Quarter|2007|State Quarters|0|0

Washington|Quarter|2008|State Quarters|0|0

Washington|Quarter|2009|District of Columbia and US Territories Quarters|0|0

Washington|Quarter|2010|America the Beautiful Quarters Program|0|0

Washington|Quarter|2011|America the Beautiful Quarters Program|0|0

Washington|Quarter|2012|America the Beautiful Quarters Program|0|0

Flowing Hair|Half Dollar|1794||0|1

Flowing Hair|Half Dollar|1795||0|1

Draped Bust|Half Dollar|1796|Small Eagle Reverse|0|1

Draped Bust|Half Dollar|1797|Small Eagle Reverse|0|1

Draped Bust|Half Dollar|1801|Heraldic Eagle Reverse|0|1

Draped Bust|Half Dollar|1802|Heraldic Eagle Reverse|0|1

Draped Bust|Half Dollar|1803|Heraldic Eagle Reverse|0|1

Draped Bust|Half Dollar|1805|Heraldic Eagle Reverse|0|1

Draped Bust|Half Dollar|1806|Heraldic Eagle Reverse|0|1

Draped Bust|Half Dollar|1807|Heraldic Eagle Reverse|0|1

Capped Bust, Lettered Edge|Half Dollar|1807|First Style|0|1

Capped Bust, Lettered Edge|Half Dollar|1808|First Style|0|1

Capped Bust, Lettered Edge|Half Dollar|1809|Remodeled Portrait and Eagle|0|1

Capped Bust, Lettered Edge|Half Dollar|1810|Remodeled Portrait and Eagle|0|1

Capped Bust, Lettered Edge|Half Dollar|1811|Remodeled Portrait and Eagle|0|1

Capped Bust, Lettered Edge|Half Dollar|1812|Remodeled Portrait and Eagle|0|1

Capped Bust, Lettered Edge|Half Dollar|1813|Remodeled Portrait and Eagle|0|1

Capped Bust, Lettered Edge|Half Dollar|1814|Remodeled Portrait and Eagle|0|1

Capped Bust, Lettered Edge|Half Dollar|1815|Remodeled Portrait and Eagle|0|1

Capped Bust, Lettered Edge|Half Dollar|1817|Remodeled Portrait and Eagle|0|1

Capped Bust, Lettered Edge|Half Dollar|1818|Remodeled Portrait and Eagle|0|1

Capped Bust, Lettered Edge|Half Dollar|1819|Remodeled Portrait and Eagle|0|1

Capped Bust, Lettered Edge|Half Dollar|1820|Remodeled Portrait and Eagle|0|1

Capped Bust, Lettered Edge|Half Dollar|1821|Remodeled Portrait and Eagle|0|1

Capped Bust, Lettered Edge|Half Dollar|1822|Remodeled Portrait and Eagle|0|1

Capped Bust, Lettered Edge|Half Dollar|1823|Remodeled Portrait and Eagle|0|1

Capped Bust, Lettered Edge|Half Dollar|1824|Remodeled Portrait and Eagle|0|1

Capped Bust, Lettered Edge|Half Dollar|1825|Remodeled Portrait and Eagle|0|1

Capped Bust, Lettered Edge|Half Dollar|1826|Remodeled Portrait and Eagle|0|1

Capped Bust, Lettered Edge|Half Dollar|1827|Remodeled Portrait and Eagle|0|1

Capped Bust, Lettered Edge|Half Dollar|1828|Remodeled Portrait and Eagle|0|1

Capped Bust, Lettered Edge|Half Dollar|1829|Remodeled Portrait and Eagle|0|1

Capped Bust, Lettered Edge|Half Dollar|1830|Remodeled Portrait and Eagle|0|1

Capped Bust, Lettered Edge|Half Dollar|1831|Remodeled Portrait and Eagle|0|1

Capped Bust, Lettered Edge|Half Dollar|1832|Remodeled Portrait and Eagle|0|1

Capped Bust, Lettered Edge|Half Dollar|1833|Remodeled Portrait and Eagle|0|1

Capped Bust, Lettered Edge|Half Dollar|1834|Remodeled Portrait and Eagle|0|1

Capped Bust, Lettered Edge|Half Dollar|1835|Remodeled Portrait and Eagle|0|1

Capped Bust, Lettered Edge|Half Dollar|1836|Remodeled Portrait and Eagle|0|1

Capped Bust, Reeded Edge|Half Dollar|1836|Reverse 50 CENTS|0|1

Capped Bust, Reeded Edge|Half Dollar|1837|Reverse 50 CENTS|0|1

Capped Bust, Reeded Edge|Half Dollar|1838|Reverse HALF DOL.|0|1

Capped Bust, Reeded Edge|Half Dollar|1839|Reverse HALF DOL.|0|1

Liberty Seated|Half Dollar|1839|Variety 1 - No Motto Above Eagle|0|1

Liberty Seated|Half Dollar|1840|Variety 1 - No Motto Above Eagle|0|1

Liberty Seated|Half Dollar|1841|Variety 1 - No Motto Above Eagle|0|1

Liberty Seated|Half Dollar|1842|Variety 1 - No Motto Above Eagle|0|1

Liberty Seated|Half Dollar|1843|Variety 1 - No Motto Above Eagle|0|1

Liberty Seated|Half Dollar|1844|Variety 1 - No Motto Above Eagle|0|1

Liberty Seated|Half Dollar|1845|Variety 1 - No Motto Above Eagle|0|1

Liberty Seated|Half Dollar|1846|Variety 1 - No Motto Above Eagle|0|1

Liberty Seated|Half Dollar|1847|Variety 1 - No Motto Above Eagle|0|1

Liberty Seated|Half Dollar|1848|Variety 1 - No Motto Above Eagle|0|1

Liberty Seated|Half Dollar|1849|Variety 1 - No Motto Above Eagle|0|1

Liberty Seated|Half Dollar|1850|Variety 1 - No Motto Above Eagle|0|1

Liberty Seated|Half Dollar|1851|Variety 1 - No Motto Above Eagle|0|1

Liberty Seated|Half Dollar|1852|Variety 1 - No Motto Above Eagle|0|1

Liberty Seated|Half Dollar|1853|Variety 1 - No Motto Above Eagle|0|1

Liberty Seated|Half Dollar|1853|Variety 2 - Arrows at Date, Rays Around Eagle|0|1

Liberty Seated|Half Dollar|1854|Variety 3 - Arrows at Date, No Rays|0|1

Liberty Seated|Half Dollar|1855|Variety 3 - Arrows at Date, No Rays|0|1

Liberty Seated|Half Dollar|1856|Variety 1 Resumed, With Weight Standard of Variety 2|0|1

Liberty Seated|Half Dollar|1857|Variety 1 Resumed, With Weight Standard of Variety 2|0|1

Liberty Seated|Half Dollar|1858|Variety 1 Resumed, With Weight Standard of Variety 2|0|1

Liberty Seated|Half Dollar|1859|Variety 1 Resumed, With Weight Standard of Variety 2|0|1

Liberty Seated|Half Dollar|1860|Variety 1 Resumed, With Weight Standard of Variety 2|0|1

Liberty Seated|Half Dollar|1861|Variety 1 Resumed, With Weight Standard of Variety 2|0|1

Liberty Seated|Half Dollar|1862|Variety 1 Resumed, With Weight Standard of Variety 2|0|1

Liberty Seated|Half Dollar|1863|Variety 1 Resumed, With Weight Standard of Variety 2|0|1

Liberty Seated|Half Dollar|1864|Variety 1 Resumed, With Weight Standard of Variety 2|0|1

Liberty Seated|Half Dollar|1865|Variety 1 Resumed, With Weight Standard of Variety 2|0|1

Liberty Seated|Half Dollar|1866|Variety 1 Resumed, With Weight Standard of Variety 2|0|1

Liberty Seated|Half Dollar|1866|Variety 4 - Motto Above Eagle|0|1

Liberty Seated|Half Dollar|1867|Variety 4 - Motto Above Eagle|0|1

Liberty Seated|Half Dollar|1867|Variety 4 - Motto Above Eagle|0|1

Liberty Seated|Half Dollar|1868|Variety 4 - Motto Above Eagle|0|1

Liberty Seated|Half Dollar|1869|Variety 4 - Motto Above Eagle|0|1

Liberty Seated|Half Dollar|1870|Variety 4 - Motto Above Eagle|0|1

Liberty Seated|Half Dollar|1871|Variety 4 - Motto Above Eagle|0|1

Liberty Seated|Half Dollar|1872|Variety 4 - Motto Above Eagle|0|1

Liberty Seated|Half Dollar|1873|Variety 4 - Motto Above Eagle|0|1

Liberty Seated|Half Dollar|1873|Variety 5 - Arrows at Date|0|1

Liberty Seated|Half Dollar|1874|Variety 5 - Arrows at Date|0|1

Liberty Seated|Half Dollar|1875|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Half Dollar|1876|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Half Dollar|1877|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Half Dollar|1878|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Half Dollar|1879|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Half Dollar|1880|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Half Dollar|1881|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Half Dollar|1882|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Half Dollar|1883|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Half Dollar|1884|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Half Dollar|1885|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Half Dollar|1886|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Half Dollar|1887|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Half Dollar|1888|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Half Dollar|1889|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Half Dollar|1890|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Liberty Seated|Half Dollar|1891|Variety 4 Resumed, With Weight Standard of Variety 5|0|1

Barber or Liberty Head|Half Dollar|1892||0|1

Barber or Liberty Head|Half Dollar|1893||0|1

Barber or Liberty Head|Half Dollar|1894||0|1

Barber or Liberty Head|Half Dollar|1895||0|1

Barber or Liberty Head|Half Dollar|1896||0|1

Barber or Liberty Head|Half Dollar|1897||0|1

Barber or Liberty Head|Half Dollar|1898||0|1

Barber or Liberty Head|Half Dollar|1899||0|1

Barber or Liberty Head|Half Dollar|1900||0|1

Barber or Liberty Head|Half Dollar|1901||0|1

Barber or Liberty Head|Half Dollar|1902||0|1

Barber or Liberty Head|Half Dollar|1903||0|1

Barber or Liberty Head|Half Dollar|1904||0|1

Barber or Liberty Head|Half Dollar|1905||0|1

Barber or Liberty Head|Half Dollar|1906||0|1

Barber or Liberty Head|Half Dollar|1907||0|1

Barber or Liberty Head|Half Dollar|1908||0|1

Barber or Liberty Head|Half Dollar|1909||0|1

Barber or Liberty Head|Half Dollar|1910||0|1

Barber or Liberty Head|Half Dollar|1911||0|1

Barber or Liberty Head|Half Dollar|1912||0|1

Barber or Liberty Head|Half Dollar|1913||0|1

Barber or Liberty Head|Half Dollar|1914||0|1

Barber or Liberty Head|Half Dollar|1915||0|1

Liberty Walking|Half Dollar|1916||0|1

Liberty Walking|Half Dollar|1917||0|1

Liberty Walking|Half Dollar|1918||0|1

Liberty Walking|Half Dollar|1919||0|1

Liberty Walking|Half Dollar|1920||0|1

Liberty Walking|Half Dollar|1921||0|1

Liberty Walking|Half Dollar|1923||0|1

Liberty Walking|Half Dollar|1927||0|1

Liberty Walking|Half Dollar|1928||0|1

Liberty Walking|Half Dollar|1929||0|1

Liberty Walking|Half Dollar|1933||0|1

Liberty Walking|Half Dollar|1934||0|1

Liberty Walking|Half Dollar|1935||0|1

Liberty Walking|Half Dollar|1936||0|1

Liberty Walking|Half Dollar|1937||0|1

Liberty Walking|Half Dollar|1938||0|1

Liberty Walking|Half Dollar|1939||0|1

Liberty Walking|Half Dollar|1940||0|1

Liberty Walking|Half Dollar|1941||0|1

Liberty Walking|Half Dollar|1942||0|1

Liberty Walking|Half Dollar|1943||0|1

Liberty Walking|Half Dollar|1944||0|1

Liberty Walking|Half Dollar|1945||0|1

Liberty Walking|Half Dollar|1946||0|1

Liberty Walking|Half Dollar|1947||0|1

Franklin|Half Dollar|1948||0|1

Franklin|Half Dollar|1949||0|1

Franklin|Half Dollar|1950||0|1

Franklin|Half Dollar|1951||0|1

Franklin|Half Dollar|1952||0|1

Franklin|Half Dollar|1953||0|1

Franklin|Half Dollar|1954||0|1

Franklin|Half Dollar|1955||0|1

Franklin|Half Dollar|1956||0|1

Franklin|Half Dollar|1957||0|1

Franklin|Half Dollar|1958||0|1

Franklin|Half Dollar|1959||0|1

Franklin|Half Dollar|1960||0|1

Franklin|Half Dollar|1961||0|1

Franklin|Half Dollar|1962||0|1

Franklin|Half Dollar|1963||0|1

Kennedy|Half Dollar|1964|Silver Coinage|0|1

Kennedy|Half Dollar|1965|Silver Clad Coinage|0|1

Kennedy|Half Dollar|1966|Silver Clad Coinage|0|1

Kennedy|Half Dollar|1967|Silver Clad Coinage|0|1

Kennedy|Half Dollar|1968|Silver Clad Coinage|0|1

Kennedy|Half Dollar|1969|Silver Clad Coinage|0|1

Kennedy|Half Dollar|1970|Silver Clad Coinage|0|1

Kennedy|Half Dollar|1971|Clad Coinage and Silver Proofs|0|0

Kennedy|Half Dollar|1972|Clad Coinage and Silver Proofs|0|0

Kennedy|Half Dollar|1973|Clad Coinage and Silver Proofs|0|0

Kennedy|Half Dollar|1974|Clad Coinage and Silver Proofs|0|0

Kennedy|Half Dollar|1976|Bicentennial|0|0

Kennedy|Half Dollar|1977|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|1978|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|1979|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|1980|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|1981|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|1982|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|1983|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|1984|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|1985|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|1986|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|1987|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|1988|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|1989|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|1990|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|1991|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|1992|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|1992|Eagle Reverse Resumed, Silver|0|1

Kennedy|Half Dollar|1993|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|1993|Eagle Reverse Resumed, Silver|0|1

Kennedy|Half Dollar|1994|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|1994|Eagle Reverse Resumed, Silver|0|1

Kennedy|Half Dollar|1995|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|1995|Eagle Reverse Resumed, Silver|0|1

Kennedy|Half Dollar|1996|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|1996|Eagle Reverse Resumed, Silver|0|1

Kennedy|Half Dollar|1997|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|1997|Eagle Reverse Resumed, Silver|0|1

Kennedy|Half Dollar|1998|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|1998|Eagle Reverse Resumed, Silver|0|1

Kennedy|Half Dollar|1998|Eagle Reverse Resumed, Silver, Matte Finish|0|1

Kennedy|Half Dollar|1999|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|1999|Eagle Reverse Resumed, Silver|0|1

Kennedy|Half Dollar|2000|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|2000|Eagle Reverse Resumed, Silver|0|1

Kennedy|Half Dollar|2001|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|2001|Eagle Reverse Resumed, Silver|0|1

Kennedy|Half Dollar|2002|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|2002|Eagle Reverse Resumed, Silver|0|1

Kennedy|Half Dollar|2003|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|2003|Eagle Reverse Resumed, Silver|0|1

Kennedy|Half Dollar|2004|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|2004|Eagle Reverse Resumed, Silver|0|1

Kennedy|Half Dollar|2005|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|2005|Eagle Reverse Resumed, Silver|0|1

Kennedy|Half Dollar|2006|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|2006|Eagle Reverse Resumed, Silver|0|1

Kennedy|Half Dollar|2007|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|2007|Eagle Reverse Resumed, Silver|0|1

Kennedy|Half Dollar|2008|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|2008|Eagle Reverse Resumed, Silver|0|1

Kennedy|Half Dollar|2009|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|2009|Eagle Reverse Resumed, Silver|0|1

Kennedy|Half Dollar|2010|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|2010|Eagle Reverse Resumed, Silver|0|1

Kennedy|Half Dollar|2011|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|2011|Eagle Reverse Resumed, Silver|0|1

Kennedy|Half Dollar|2012|Eagle Reverse Resumed|0|0

Kennedy|Half Dollar|2012|Eagle Reverse Resumed, Silver|0|1

Flowing Hair|Silver and Related Dollar|1794||0|1

Flowing Hair|Silver and Related Dollar|1795||0|1

Draped Bust|Silver and Related Dollar|1795|Small Eagle Reverse|0|1

Draped Bust|Silver and Related Dollar|1796|Small Eagle Reverse|0|1

Draped Bust|Silver and Related Dollar|1797|Small Eagle Reverse|0|1

Draped Bust|Silver and Related Dollar|1798|Small Eagle Reverse|0|1

Draped Bust|Silver and Related Dollar|1798|Heraldic Eagle Reverse|0|1

Draped Bust|Silver and Related Dollar|1799|Heraldic Eagle Reverse|0|1

Draped Bust|Silver and Related Dollar|1800|Heraldic Eagle Reverse|0|1

Draped Bust|Silver and Related Dollar|1801|Heraldic Eagle Reverse|0|1

Draped Bust|Silver and Related Dollar|1802|Heraldic Eagle Reverse|0|1

Draped Bust|Silver and Related Dollar|1803|Heraldic Eagle Reverse|0|1

Draped Bust|Silver and Related Dollar|1804|Heraldic Eagle Reverse|0|1

Gobrecht|Silver and Related Dollar|1836|C. GOBRECHT F. on base. Reverse eagle flying upward amid stars. Plain edge. Although scarce, this is the most common variety and was issued for circulation as regular coinage.|0|1

Gobrecht|Silver and Related Dollar|1838|Similar obverse, designer's name omitted, stars added around border. Reverse eagle flying left in plain field. Reeded edge.|0|1

Gobrecht|Silver and Related Dollar|1839|Obverse as above. Reverse eagle in plain field. Reeded edge. Issued for circulation as regular coinage.|0|1

Liberty Seated|Silver and Related Dollar|1840|Variety 1 - No Motto|0|1

Liberty Seated|Silver and Related Dollar|1841|Variety 1 - No Motto|0|1

Liberty Seated|Silver and Related Dollar|1842|Variety 1 - No Motto|0|1

Liberty Seated|Silver and Related Dollar|1843|Variety 1 - No Motto|0|1

Liberty Seated|Silver and Related Dollar|1844|Variety 1 - No Motto|0|1

Liberty Seated|Silver and Related Dollar|1845|Variety 1 - No Motto|0|1

Liberty Seated|Silver and Related Dollar|1846|Variety 1 - No Motto|0|1

Liberty Seated|Silver and Related Dollar|1847|Variety 1 - No Motto|0|1

Liberty Seated|Silver and Related Dollar|1848|Variety 1 - No Motto|0|1

Liberty Seated|Silver and Related Dollar|1849|Variety 1 - No Motto|0|1

Liberty Seated|Silver and Related Dollar|1850|Variety 1 - No Motto|0|1

Liberty Seated|Silver and Related Dollar|1851|Variety 1 - No Motto|0|1

Liberty Seated|Silver and Related Dollar|1852|Variety 1 - No Motto|0|1

Liberty Seated|Silver and Related Dollar|1853|Variety 1 - No Motto|0|1

Liberty Seated|Silver and Related Dollar|1854|Variety 1 - No Motto|0|1

Liberty Seated|Silver and Related Dollar|1855|Variety 1 - No Motto|0|1

Liberty Seated|Silver and Related Dollar|1856|Variety 1 - No Motto|0|1

Liberty Seated|Silver and Related Dollar|1857|Variety 1 - No Motto|0|1

Liberty Seated|Silver and Related Dollar|1858|Variety 1 - No Motto|0|1

Liberty Seated|Silver and Related Dollar|1859|Variety 1 - No Motto|0|1

Liberty Seated|Silver and Related Dollar|1860|Variety 1 - No Motto|0|1

Liberty Seated|Silver and Related Dollar|1861|Variety 1 - No Motto|0|1

Liberty Seated|Silver and Related Dollar|1862|Variety 1 - No Motto|0|1

Liberty Seated|Silver and Related Dollar|1863|Variety 1 - No Motto|0|1

Liberty Seated|Silver and Related Dollar|1864|Variety 1 - No Motto|0|1

Liberty Seated|Silver and Related Dollar|1865|Variety 1 - No Motto|0|1

Liberty Seated|Silver and Related Dollar|1866|Variety 2 - With Motto IN GOD WE TRUST|0|1

Liberty Seated|Silver and Related Dollar|1867|Variety 2 - With Motto IN GOD WE TRUST|0|1

Liberty Seated|Silver and Related Dollar|1868|Variety 2 - With Motto IN GOD WE TRUST|0|1

Liberty Seated|Silver and Related Dollar|1869|Variety 2 - With Motto IN GOD WE TRUST|0|1

Liberty Seated|Silver and Related Dollar|1870|Variety 2 - With Motto IN GOD WE TRUST|0|1

Liberty Seated|Silver and Related Dollar|1871|Variety 2 - With Motto IN GOD WE TRUST|0|1

Liberty Seated|Silver and Related Dollar|1872|Variety 2 - With Motto IN GOD WE TRUST|0|1

Liberty Seated|Silver and Related Dollar|1873|Variety 2 - With Motto IN GOD WE TRUST|0|1

Trade Dollars|Silver and Related Dollar|1873||0|1

Trade Dollars|Silver and Related Dollar|1874||0|1

Trade Dollars|Silver and Related Dollar|1875||0|1

Trade Dollars|Silver and Related Dollar|1876||0|1

Trade Dollars|Silver and Related Dollar|1877||0|1

Trade Dollars|Silver and Related Dollar|1878||0|1

Trade Dollars|Silver and Related Dollar|1879||0|1

Trade Dollars|Silver and Related Dollar|1880||0|1

Trade Dollars|Silver and Related Dollar|1881||0|1

Trade Dollars|Silver and Related Dollar|1882||0|1

Trade Dollars|Silver and Related Dollar|1883||0|1

Trade Dollars|Silver and Related Dollar|1884||0|1

Trade Dollars|Silver and Related Dollar|1885||0|1

Morgan|Silver and Related Dollar|1878||0|1

Morgan|Silver and Related Dollar|1879||0|1

Morgan|Silver and Related Dollar|1880||0|1

Morgan|Silver and Related Dollar|1881||0|1

Morgan|Silver and Related Dollar|1882||0|1

Morgan|Silver and Related Dollar|1883||0|1

Morgan|Silver and Related Dollar|1884||0|1

Morgan|Silver and Related Dollar|1885||0|1

Morgan|Silver and Related Dollar|1886||0|1

Morgan|Silver and Related Dollar|1887||0|1

Morgan|Silver and Related Dollar|1888||0|1

Morgan|Silver and Related Dollar|1889||0|1

Morgan|Silver and Related Dollar|1890||0|1

Morgan|Silver and Related Dollar|1891||0|1

Morgan|Silver and Related Dollar|1892||0|1

Morgan|Silver and Related Dollar|1893||0|1

Morgan|Silver and Related Dollar|1894||0|1

Morgan|Silver and Related Dollar|1895||0|1

Morgan|Silver and Related Dollar|1896||0|1

Morgan|Silver and Related Dollar|1897||0|1

Morgan|Silver and Related Dollar|1898||0|1

Morgan|Silver and Related Dollar|1899||0|1

Morgan|Silver and Related Dollar|1900||0|1

Morgan|Silver and Related Dollar|1901||0|1

Morgan|Silver and Related Dollar|1902||0|1

Morgan|Silver and Related Dollar|1903||0|1

Morgan|Silver and Related Dollar|1904||0|1

Morgan|Silver and Related Dollar|1921||0|1

Peace|Silver and Related Dollar|1921||0|1

Peace|Silver and Related Dollar|1922||0|1

Peace|Silver and Related Dollar|1923||0|1

Peace|Silver and Related Dollar|1924||0|1

Peace|Silver and Related Dollar|1925||0|1

Peace|Silver and Related Dollar|1926||0|1

Peace|Silver and Related Dollar|1927||0|1

Peace|Silver and Related Dollar|1928||0|1

Peace|Silver and Related Dollar|1934||0|1

Peace|Silver and Related Dollar|1935||0|1

Eisenhower|Silver and Related Dollar|1971|Eagle Reverse|0|0

Eisenhower|Silver and Related Dollar|1972|Eagle Reverse|0|0

Eisenhower|Silver and Related Dollar|1973|Eagle Reverse|0|0

Eisenhower|Silver and Related Dollar|1974|Eagle Reverse|0|0

Eisenhower|Silver and Related Dollar|1976|Bicentennial|0|0

Eisenhower|Silver and Related Dollar|1977|Eagle Reverse Resumed|0|0

Eisenhower|Silver and Related Dollar|1978|Eagle Reverse Resumed|0|0

Susan B. Anthony|Silver and Related Dollar|1979||0|0

Susan B. Anthony|Silver and Related Dollar|1980||0|0

Susan B. Anthony|Silver and Related Dollar|1981||0|0

Susan B. Anthony|Silver and Related Dollar|1999||0|0

Sacagawea|Silver and Related Dollar|2000||0|0

Sacagawea|Silver and Related Dollar|2001||0|0

Sacagawea|Silver and Related Dollar|2002||0|0

Sacagawea|Silver and Related Dollar|2003||0|0

Sacagawea|Silver and Related Dollar|2004||0|0

Sacagawea|Silver and Related Dollar|2005||0|0

Sacagawea|Silver and Related Dollar|2006||0|0

Sacagawea|Silver and Related Dollar|2007||0|0

Sacagawea|Silver and Related Dollar|2008||0|0

Sacagawea|Silver and Related Dollar|2009|Native American Series|0|0

Sacagawea|Silver and Related Dollar|2010|Native American Series|0|0

Sacagawea|Silver and Related Dollar|2011|Native American Series|0|0

Sacagawea|Silver and Related Dollar|2012|Native American Series|0|0

Presidential|Silver and Related Dollar|2007||0|0

Presidential|Silver and Related Dollar|2008||0|0

Presidential|Silver and Related Dollar|2009||0|0

Presidential|Silver and Related Dollar|2010||0|0

Presidential|Silver and Related Dollar|2011||0|0

Presidential|Silver and Related Dollar|2012||0|0

Liberty Head|Gold Dollar|1849||1|0

Liberty Head|Gold Dollar|1850||1|0

Liberty Head|Gold Dollar|1851||1|0

Liberty Head|Gold Dollar|1852||1|0

Liberty Head|Gold Dollar|1853||1|0

Liberty Head|Gold Dollar|1854||1|0

